D:/comp_car/cars_train/00001.jpg,39,116,569,375,Audi TTS Coupe 2012
D:/comp_car/cars_train/00002.jpg,36,116,868,587,Acura TL Sedan 2012
D:/comp_car/cars_train/00003.jpg,85,109,601,381,Dodge Dakota Club Cab 2007
D:/comp_car/cars_train/00004.jpg,621,393,1484,1096,Hyundai Sonata Hybrid Sedan 2012
D:/comp_car/cars_train/00005.jpg,14,36,133,99,Ford F-450 Super Duty Crew Cab 2012
D:/comp_car/cars_train/00006.jpg,259,289,515,416,Geo Metro Convertible 1993
D:/comp_car/cars_train/00007.jpg,88,80,541,397,Dodge Journey SUV 2012
D:/comp_car/cars_train/00008.jpg,73,79,591,410,Dodge Charger Sedan 2012
D:/comp_car/cars_train/00009.jpg,20,126,1269,771,Mitsubishi Lancer Sedan 2012
D:/comp_car/cars_train/00010.jpg,21,110,623,367,Chevrolet Traverse SUV 2012
D:/comp_car/cars_train/00011.jpg,51,93,601,393,Buick Verano Sedan 2012
D:/comp_car/cars_train/00012.jpg,6,62,499,286,Toyota Sequoia SUV 2012
D:/comp_car/cars_train/00013.jpg,30,36,418,307,Hyundai Elantra Sedan 2007
D:/comp_car/cars_train/00014.jpg,31,246,778,540,Dodge Caravan Minivan 1997
D:/comp_car/cars_train/00015.jpg,32,77,589,379,Volvo C30 Hatchback 2012
D:/comp_car/cars_train/00016.jpg,27,49,611,396,Plymouth Neon Coupe 1999
D:/comp_car/cars_train/00017.jpg,39,52,233,150,Audi TTS Coupe 2012
D:/comp_car/cars_train/00018.jpg,3,8,190,147,Chevrolet Malibu Sedan 2007
D:/comp_car/cars_train/00019.jpg,247,287,1366,761,Volkswagen Beetle Hatchback 2012
D:/comp_car/cars_train/00020.jpg,17,281,961,596,Chevrolet Corvette Ron Fellows Edition Z06 2007
D:/comp_car/cars_train/00021.jpg,17,156,695,375,Chrysler 300 SRT-8 2010
D:/comp_car/cars_train/00022.jpg,212,538,1893,1131,BMW M6 Convertible 2010
D:/comp_car/cars_train/00023.jpg,11,28,476,234,GMC Yukon Hybrid SUV 2012
D:/comp_car/cars_train/00024.jpg,53,126,973,621,Nissan Juke Hatchback 2012
D:/comp_car/cars_train/00025.jpg,34,87,567,343,Volvo 240 Sedan 1993
D:/comp_car/cars_train/00026.jpg,30,174,598,379,Hyundai Sonata Hybrid Sedan 2012
D:/comp_car/cars_train/00027.jpg,80,107,606,336,Suzuki SX4 Sedan 2012
D:/comp_car/cars_train/00028.jpg,45,115,585,382,Dodge Ram Pickup 3500 Crew Cab 2010
D:/comp_car/cars_train/00029.jpg,28,139,1564,1126,Spyker C8 Coupe 2009
D:/comp_car/cars_train/00030.jpg,82,109,874,521,Volvo 240 Sedan 1993
D:/comp_car/cars_train/00031.jpg,55,318,446,564,Land Rover Range Rover SUV 2012
D:/comp_car/cars_train/00032.jpg,12,31,471,350,Hyundai Elantra Touring Hatchback 2012
D:/comp_car/cars_train/00033.jpg,34,197,1011,656,Chevrolet Cobalt SS 2010
D:/comp_car/cars_train/00034.jpg,37,63,614,397,Hyundai Veracruz SUV 2012
D:/comp_car/cars_train/00035.jpg,223,87,1111,670,Land Rover Range Rover SUV 2012
D:/comp_car/cars_train/00036.jpg,138,41,521,223,Ferrari 458 Italia Coupe 2012
D:/comp_car/cars_train/00037.jpg,31,87,616,344,BMW Z4 Convertible 2012
D:/comp_car/cars_train/00038.jpg,16,89,459,326,Dodge Charger SRT-8 2009
D:/comp_car/cars_train/00039.jpg,53,113,614,350,Fisker Karma Sedan 2012
D:/comp_car/cars_train/00040.jpg,214,110,660,403,Infiniti QX56 SUV 2011
D:/comp_car/cars_train/00041.jpg,61,55,566,408,Audi A5 Coupe 2012
D:/comp_car/cars_train/00042.jpg,28,61,622,371,Volkswagen Golf Hatchback 1991
D:/comp_car/cars_train/00043.jpg,22,39,588,362,GMC Savana Van 2012
D:/comp_car/cars_train/00044.jpg,220,193,537,364,BMW Z4 Convertible 2012
D:/comp_car/cars_train/00045.jpg,12,108,489,297,Toyota Sequoia SUV 2012
D:/comp_car/cars_train/00046.jpg,28,80,759,466,Audi TT RS Coupe 2012
D:/comp_car/cars_train/00047.jpg,84,248,1102,899,Volvo 240 Sedan 1993
D:/comp_car/cars_train/00048.jpg,142,69,753,451,Rolls-Royce Phantom Sedan 2012
D:/comp_car/cars_train/00049.jpg,166,543,887,903,Porsche Panamera Sedan 2012
D:/comp_car/cars_train/00050.jpg,20,96,564,341,Bentley Continental GT Coupe 2012
D:/comp_car/cars_train/00051.jpg,41,181,607,465,Dodge Dakota Club Cab 2007
D:/comp_car/cars_train/00052.jpg,39,29,774,395,Jeep Grand Cherokee SUV 2012
D:/comp_car/cars_train/00053.jpg,161,191,425,307,Audi R8 Coupe 2012
D:/comp_car/cars_train/00054.jpg,58,562,1528,1081,Dodge Charger SRT-8 2009
D:/comp_car/cars_train/00055.jpg,80,120,582,391,Bentley Continental GT Coupe 2012
D:/comp_car/cars_train/00056.jpg,32,48,472,267,Cadillac Escalade EXT Crew Cab 2007
D:/comp_car/cars_train/00057.jpg,260,138,972,439,Bentley Continental Flying Spur Sedan 2007
D:/comp_car/cars_train/00058.jpg,11,35,256,173,Chevrolet Avalanche Crew Cab 2012
D:/comp_car/cars_train/00059.jpg,68,91,607,354,Dodge Dakota Crew Cab 2010
D:/comp_car/cars_train/00060.jpg,129,120,345,269,HUMMER H3T Crew Cab 2010
D:/comp_car/cars_train/00061.jpg,11,104,1011,742,Ford F-150 Regular Cab 2007
D:/comp_car/cars_train/00062.jpg,19,21,425,265,Volkswagen Golf Hatchback 2012
D:/comp_car/cars_train/00063.jpg,175,330,928,647,Ferrari FF Coupe 2012
D:/comp_car/cars_train/00064.jpg,97,39,925,700,Toyota Camry Sedan 2012
D:/comp_car/cars_train/00065.jpg,63,175,417,320,Aston Martin V8 Vantage Convertible 2012
D:/comp_car/cars_train/00066.jpg,30,39,221,125,Audi 100 Sedan 1994
D:/comp_car/cars_train/00067.jpg,129,89,594,432,Ford Ranger SuperCab 2011
D:/comp_car/cars_train/00068.jpg,32,43,598,350,GMC Canyon Extended Cab 2012
D:/comp_car/cars_train/00069.jpg,142,124,675,445,Acura TSX Sedan 2012
D:/comp_car/cars_train/00070.jpg,220,313,1054,976,BMW 3 Series Sedan 2012
D:/comp_car/cars_train/00071.jpg,8,12,639,299,Honda Odyssey Minivan 2012
D:/comp_car/cars_train/00072.jpg,92,271,1178,749,Dodge Durango SUV 2012
D:/comp_car/cars_train/00073.jpg,15,12,314,230,Ford F-450 Super Duty Crew Cab 2012
D:/comp_car/cars_train/00074.jpg,14,12,309,223,Ford F-450 Super Duty Crew Cab 2012
D:/comp_car/cars_train/00075.jpg,45,74,522,253,Toyota Corolla Sedan 2012
D:/comp_car/cars_train/00076.jpg,12,27,284,166,Chevrolet Camaro Convertible 2012
D:/comp_car/cars_train/00077.jpg,25,25,3502,2017,Ford Edge SUV 2012
D:/comp_car/cars_train/00078.jpg,36,88,611,417,Bentley Continental GT Coupe 2007
D:/comp_car/cars_train/00079.jpg,165,126,749,425,Hyundai Veracruz SUV 2012
D:/comp_car/cars_train/00080.jpg,20,21,292,217,Ford Ranger SuperCab 2011
D:/comp_car/cars_train/00081.jpg,10,55,540,271,Aston Martin V8 Vantage Convertible 2012
D:/comp_car/cars_train/00082.jpg,63,113,597,413,Volkswagen Beetle Hatchback 2012
D:/comp_car/cars_train/00083.jpg,55,48,294,205,Audi 100 Wagon 1994
D:/comp_car/cars_train/00084.jpg,27,67,620,474,Ford E-Series Wagon Van 2012
D:/comp_car/cars_train/00085.jpg,15,80,629,402,Buick Verano Sedan 2012
D:/comp_car/cars_train/00086.jpg,119,300,1416,871,Jeep Patriot SUV 2012
D:/comp_car/cars_train/00087.jpg,17,36,455,215,Buick Verano Sedan 2012
